Date,High school of less,Associates degree,Bachelors degree or higher,Overall,16-24,25-54,55+,Overall.1,Male,Female,Overall.2,Professional and management,Service,OPTICS,Overall.3,Construction and mining,Education and health,Finance and business services,Leisure and hospitality and other services,Manufacturing,Public administration,Trade and transportation,Overall.4,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific,Overall.5,Usually Full-time,Usually Part-time,Overall.6,Job Stayer,Job Switcher,Overall.7,MSA,non-MSA,Overall.8,Lowest quartile of wage distribution,2nd quartile of wage distribution,3rd quartile of wage distribution,Highest quartile of wage distribution,Overall.9,Lowest half of wage distribution,Upper half of wage distribution,Paid Hourly,Not Paid Hourly,Overall.10,Overall.11,Overall: Weighted,Overall: Weighted 97,Overall.12,Services,Full-time,College degree,Age 25-54,Female.1,Male.1,Job Stayer.1,Job Switcher.1,Paid Hourly.1,Overall: Weighted.1,Overall: Weighted 97.1,Overall: Weekly Basis,Overall: 25/20 trimmed mean,Lower 1/2 of wage distn,Upper 1/2 of wage distn,3MonthInterestRate,MoM Change,Employment_Rate,PresParty,SenParty,HouseParty,TrifectaFlag,FedMinWage,GDP_AnnualGrowth,Year
2006-11-01,3.7,3.7,4.1,3.8,7.5,3.9,2.5,3.8,3.9,3.8,3.8,4.3,3.2,3.7,3.8,4.2,3.9,4.3,3.1,3.5,4.2,3.9,3.8,3.6,4.0,3.4,3.7,4.6,3.4,4.4,4.2,3.8,3.8,4.0,3.0,3.8,3.6,4.3,3.8,3.9,3.8,3.8,3.8,3.9,3.9,3.9,3.8,3.8,3.9,3.7,4.1,3.8,3.8,4.0,4.1,3.9,4.1,4.1,4.2,4.0,4.1,3.8,3.6,4.4,3.8,4.2,4.2,4.2,3.7,3.8,4.2,5.32,-0.1486620416253803,72.17598000000001,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-12-01,3.7,3.8,4.1,3.9,7.4,3.9,2.6,3.9,4.0,3.8,3.9,4.3,3.0,3.8,3.9,4.3,3.8,4.3,2.8,3.6,4.2,4.0,3.9,3.6,3.9,3.4,3.6,4.6,3.7,4.5,4.4,3.8,3.9,4.0,2.9,3.9,3.6,4.4,3.9,3.9,3.9,3.9,3.8,4.0,3.8,3.9,3.9,3.9,3.9,3.8,4.1,3.9,3.9,4.0,4.1,4.0,4.1,4.1,4.2,4.0,4.0,4.2,3.8,4.5,4.1,4.2,4.3,4.4,3.8,4.2,4.0,5.32,0.1488833746898343,72.31517,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2007-01-01,3.8,3.8,4.2,3.9,7.7,4.0,2.7,3.9,4.0,3.8,3.9,4.3,3.0,3.9,3.9,4.5,3.9,4.2,2.7,3.7,4.2,4.0,3.9,3.7,3.8,3.5,3.8,4.4,3.7,4.5,4.5,3.9,3.9,4.1,2.9,3.9,3.7,4.4,3.9,3.9,3.9,3.9,3.8,4.0,3.9,3.9,3.9,3.9,3.9,3.8,4.1,3.9,3.9,4.0,4.1,4.2,4.3,4.3,4.5,4.2,4.2,4.5,4.0,4.6,4.2,4.4,4.5,4.6,4.1,4.5,4.1,5.32,0.2973240832507384,72.12127,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-02-01,3.8,3.8,4.2,3.9,7.8,4.0,2.6,3.9,4.1,3.8,3.9,4.3,3.2,3.8,3.9,4.6,4.0,4.2,3.1,3.7,4.5,4.0,3.9,3.8,3.8,3.5,3.8,4.5,3.7,4.5,4.5,4.0,3.9,4.1,3.0,3.9,3.7,4.4,3.9,3.9,3.9,3.9,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.8,4.2,3.9,3.9,4.1,4.2,4.1,4.1,4.2,4.2,4.1,3.8,4.5,3.9,4.5,4.1,4.2,4.3,4.4,4.0,4.4,3.8,5.31,0.5434782608695565,71.96506,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-03-01,3.9,3.8,4.3,4.0,7.8,4.0,2.8,4.0,4.1,3.9,4.0,4.4,3.3,3.9,4.0,4.6,4.0,4.2,3.2,3.7,4.8,4.0,4.0,3.9,4.0,3.5,3.7,4.5,3.9,4.4,4.7,4.1,4.0,4.1,3.0,4.0,3.7,4.6,4.0,4.0,4.0,4.0,4.0,4.0,3.9,4.0,4.0,4.0,4.0,3.9,4.3,4.0,4.0,4.1,4.2,4.3,4.3,4.4,4.5,4.3,4.1,4.4,4.0,4.8,4.1,4.5,4.5,4.6,4.2,4.3,4.2,5.3,0.9336609336609404,71.9968,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-04-01,3.9,3.8,4.2,4.0,8.1,4.0,2.8,4.0,4.1,3.9,4.0,4.3,3.5,3.9,4.0,4.8,4.0,4.2,3.3,3.8,4.8,3.9,4.0,3.9,4.1,3.5,3.7,4.5,3.5,4.2,4.7,4.1,4.0,4.1,3.1,4.0,3.7,4.5,4.0,4.0,4.0,4.0,4.1,4.0,3.9,4.0,4.0,4.0,4.0,3.9,4.3,4.0,4.0,4.2,4.2,4.1,4.2,4.2,4.2,4.1,4.1,4.1,3.9,4.7,4.0,4.4,4.4,4.4,4.1,4.2,4.1,5.31,0.6329113924050445,71.71110999999999,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-05-01,3.9,3.9,4.3,4.0,8.6,4.0,2.9,4.0,4.1,3.9,4.0,4.3,3.6,3.9,4.0,4.8,4.1,4.1,3.3,3.7,4.9,3.9,4.0,3.9,4.0,3.5,3.8,4.4,3.6,4.2,4.8,4.1,4.0,4.1,3.3,4.0,3.7,4.6,4.0,4.0,4.1,4.0,4.2,4.1,3.8,4.0,4.0,4.1,3.9,3.9,4.3,4.0,4.0,4.2,4.2,4.1,4.1,4.3,4.3,4.0,4.0,4.2,3.7,4.9,3.9,4.4,4.4,4.4,4.1,4.3,3.9,5.31,0.5805515239477588,71.75715,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-06-01,3.9,4.0,4.3,4.0,8.6,4.0,3.0,4.0,4.1,4.0,4.0,4.4,3.6,3.9,4.0,4.9,4.1,4.1,3.2,3.8,5.0,4.0,4.0,4.0,3.9,3.6,3.9,4.3,3.5,4.3,4.8,4.4,4.0,4.2,3.3,4.0,3.7,4.6,4.0,4.1,4.1,4.0,4.1,4.1,3.9,4.0,4.0,4.1,4.0,3.9,4.4,4.0,4.0,4.2,4.3,4.0,4.0,4.2,4.2,4.0,4.0,4.0,3.7,4.7,3.7,4.1,4.1,4.1,4.0,4.1,3.9,5.33,0.240500240500241,71.77502,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-07-01,4.0,4.0,4.5,4.1,8.8,4.1,3.1,4.1,4.2,4.1,4.1,4.5,3.7,3.9,4.1,4.7,4.3,4.2,3.5,3.9,4.7,4.1,4.1,4.0,4.1,3.6,4.0,4.5,3.4,4.3,4.8,4.4,4.1,4.3,3.4,4.1,3.8,4.6,4.1,4.1,4.1,4.1,4.2,4.2,3.9,4.1,4.1,4.2,4.0,3.9,4.5,4.1,4.1,4.3,4.3,4.2,4.2,4.4,4.5,4.2,4.2,4.2,3.8,5.0,3.9,4.4,4.4,4.4,4.2,4.3,4.0,5.32,-0.0479846449136234,71.7444,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-08-01,4.0,4.0,4.5,4.1,9.1,4.1,3.1,4.1,4.2,4.1,4.1,4.5,3.7,3.9,4.1,4.6,4.2,4.4,3.5,3.9,4.7,4.0,4.1,4.0,4.0,3.5,4.1,4.4,3.8,4.4,4.9,4.6,4.1,4.3,3.5,4.1,3.8,4.7,4.1,4.1,4.2,4.1,4.3,4.2,4.0,4.1,4.1,4.2,4.0,3.9,4.5,4.1,4.1,4.3,4.4,4.3,4.3,4.5,4.4,4.4,4.5,4.2,4.1,4.9,4.0,4.6,4.6,4.4,4.4,4.5,4.2,5.49,-0.1920307249159925,71.58319,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-09-01,4.0,3.9,4.6,4.2,9.3,4.2,3.2,4.2,4.3,4.1,4.2,4.7,3.8,4.0,4.2,4.6,4.3,4.5,3.8,3.9,4.6,4.1,4.2,4.0,3.7,3.5,4.2,4.5,4.1,4.6,5.1,4.8,4.2,4.3,3.6,4.2,3.9,4.7,4.2,4.2,4.2,4.2,4.5,4.1,4.0,4.2,4.2,4.3,4.1,4.0,4.7,4.2,4.2,4.4,4.5,4.4,4.5,4.6,4.6,4.4,4.4,4.4,4.2,4.8,4.1,4.8,4.9,4.7,4.4,4.6,4.2,5.46,0.2886002886002936,71.71118,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-10-01,4.1,4.1,4.6,4.2,9.1,4.2,3.3,4.2,4.3,4.2,4.2,4.7,4.1,4.0,4.2,4.7,4.3,4.5,3.9,3.9,4.6,4.2,4.2,4.1,3.9,3.4,4.1,4.6,4.1,4.7,5.3,4.8,4.2,4.4,3.7,4.2,4.0,4.7,4.2,4.2,4.3,4.2,4.6,4.1,4.1,4.2,4.2,4.4,4.1,4.0,4.7,4.2,4.2,4.4,4.5,4.3,4.4,4.5,4.4,4.3,4.2,4.5,4.2,4.7,4.1,4.6,4.7,4.6,4.4,4.5,4.2,5.08,0.1918465227817689,71.58436,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-11-01,4.0,4.2,4.5,4.2,9.1,4.2,3.3,4.2,4.4,4.1,4.2,4.6,4.0,4.0,4.2,4.8,4.3,4.5,4.0,3.9,4.6,4.1,4.2,3.9,3.9,3.5,4.0,4.5,3.7,4.7,5.4,4.9,4.2,4.3,3.7,4.2,4.0,4.7,4.2,4.2,4.2,4.2,4.6,4.2,4.0,4.1,4.2,4.4,4.0,4.0,4.6,4.2,4.2,4.4,4.5,4.3,4.4,4.4,4.6,4.2,4.0,4.5,4.2,4.4,4.0,4.6,4.6,4.6,4.2,4.3,4.2,4.97,0.6223073240785082,71.77049,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2007-12-01,4.1,4.0,4.6,4.2,9.1,4.2,3.2,4.2,4.3,4.1,4.2,4.7,3.9,3.9,4.2,5.1,4.3,4.5,4.1,3.8,4.3,4.1,4.2,3.9,3.8,3.6,4.0,4.5,3.7,4.6,5.2,5.0,4.2,4.3,3.6,4.2,4.0,4.6,4.2,4.2,4.2,4.2,4.6,4.1,4.1,4.0,4.2,4.3,4.1,4.0,4.7,4.2,4.2,4.5,4.5,4.1,4.0,4.2,4.1,4.1,3.9,4.3,4.0,4.2,4.0,4.4,4.5,4.6,4.1,4.3,3.9,5.02,-0.0951474785918171,71.54935,Republican,Democrat,Democrat,,$5.85,2.00%,2007.0
2008-01-01,4.0,4.0,4.4,4.1,9.1,4.1,3.2,4.1,4.2,4.1,4.1,4.6,3.8,3.9,4.1,5.0,4.2,4.5,4.0,3.8,4.3,4.0,4.1,3.8,3.7,3.6,3.9,4.4,3.6,4.6,5.2,5.1,4.1,4.3,3.6,4.1,3.9,4.6,4.1,4.1,4.2,4.1,4.7,3.9,4.1,4.0,4.1,4.3,4.0,3.9,4.6,4.1,4.1,4.4,4.5,3.9,3.8,4.0,3.9,3.9,3.8,4.0,3.8,4.1,3.8,4.2,4.4,4.5,3.9,4.1,3.8,3.84,0.5238095238095264,71.67518000000001,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-02-01,4.0,4.1,4.4,4.1,9.1,4.1,3.3,4.1,4.2,4.1,4.1,4.6,3.8,4.0,4.1,5.0,4.2,4.5,3.8,3.9,4.1,4.1,4.1,3.8,3.8,3.7,3.9,4.4,3.8,4.5,5.0,5.1,4.1,4.3,3.5,4.1,3.9,4.6,4.1,4.1,4.2,4.1,4.6,4.0,4.2,4.0,4.1,4.3,4.0,3.9,4.6,4.1,4.1,4.4,4.5,3.9,3.8,4.1,4.1,3.9,3.9,4.0,3.8,4.2,3.8,4.1,4.3,4.5,3.8,4.0,3.9,3.06,0.28422548555187,71.43571,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-03-01,4.0,4.1,4.4,4.1,9.0,4.1,3.2,4.1,4.1,4.1,4.1,4.5,3.7,4.0,4.1,4.9,4.2,4.4,3.7,3.9,4.0,4.0,4.1,3.7,3.5,3.8,3.9,4.4,3.7,4.4,5.0,5.0,4.1,4.2,3.5,4.1,4.0,4.5,4.1,4.1,4.1,4.1,4.6,3.9,4.1,4.0,4.1,4.2,4.0,3.9,4.6,4.1,4.1,4.4,4.4,4.0,3.8,4.0,4.2,3.9,4.1,3.8,3.8,4.1,3.7,4.1,4.2,4.3,3.8,3.9,4.0,2.79,0.8502598016060459,71.42354,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-04-01,4.0,4.2,4.5,4.1,8.8,4.1,3.2,4.1,4.2,4.1,4.1,4.6,3.6,4.0,4.1,4.8,4.2,4.5,3.7,4.0,4.0,4.0,4.1,3.9,3.5,3.9,3.8,4.3,3.9,4.6,5.0,5.1,4.1,4.3,3.5,4.1,4.0,4.5,4.1,4.1,4.2,4.1,4.6,3.9,4.1,4.0,4.1,4.2,4.0,3.9,4.6,4.1,4.1,4.4,4.5,4.1,4.0,4.2,4.7,4.1,4.3,4.0,4.0,4.3,3.8,4.3,4.4,4.3,4.1,4.0,4.1,2.85,0.6088992974238927,71.41115,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-05-01,4.0,4.3,4.5,4.1,8.7,4.1,3.2,4.1,4.2,4.1,4.1,4.7,3.7,3.9,4.1,4.7,4.2,4.6,3.7,3.9,4.1,4.1,4.1,3.8,3.6,3.8,3.9,4.5,3.8,5.1,4.9,5.0,4.1,4.3,3.6,4.1,4.0,4.4,4.1,4.1,4.1,4.1,4.6,3.9,4.2,4.1,4.1,4.2,4.1,3.8,4.8,4.1,4.1,4.4,4.5,4.1,4.1,4.2,4.6,4.1,4.2,4.0,4.0,4.2,3.6,4.4,4.5,4.1,4.1,4.0,4.0,2.66,0.8379888268156277,71.2011,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-06-01,4.0,4.2,4.5,4.1,8.6,4.1,3.2,4.1,4.2,4.1,4.1,4.7,3.8,3.9,4.1,4.7,4.2,4.5,3.7,3.8,4.1,4.2,4.1,3.6,3.8,3.8,3.9,4.6,3.9,5.0,4.9,5.0,4.1,4.3,3.6,4.1,4.0,4.4,4.1,4.1,4.1,4.1,4.7,3.9,4.2,4.0,4.1,4.3,4.0,3.9,4.7,4.1,4.1,4.4,4.5,4.1,4.2,4.2,4.5,4.1,4.0,4.3,4.0,4.4,3.7,4.4,4.5,4.1,4.1,4.2,4.0,2.76,1.0156971375808066,71.1191,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-07-01,4.0,4.1,4.4,4.1,8.4,4.1,3.3,4.1,4.2,4.1,4.1,4.6,3.8,3.9,4.1,4.9,4.1,4.5,3.7,3.8,4.2,4.2,4.1,3.7,3.7,3.7,3.9,4.3,4.1,5.0,4.8,5.1,4.1,4.2,3.6,4.1,4.0,4.3,4.1,4.1,4.1,4.1,4.7,3.9,4.2,4.0,4.1,4.2,4.0,3.8,4.7,4.1,4.1,4.4,4.5,4.1,4.2,4.2,4.1,4.0,4.0,4.1,4.0,4.3,3.8,4.3,4.4,4.0,4.0,4.2,3.9,2.79,0.5319926873857295,70.92175999999999,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-08-01,3.9,4.2,4.3,4.1,8.1,4.0,3.2,4.1,4.2,4.0,4.1,4.6,3.8,3.8,4.1,4.8,4.1,4.4,3.6,3.7,4.1,4.2,4.1,3.7,3.8,3.7,3.9,4.2,4.0,5.0,4.5,5.0,4.1,4.2,3.6,4.1,4.0,4.3,4.1,4.1,4.0,4.1,4.5,3.9,4.1,4.0,4.1,4.1,4.0,3.8,4.6,4.1,4.1,4.3,4.4,4.0,4.2,4.1,4.0,4.0,4.0,4.1,3.9,4.3,3.9,4.1,4.2,4.0,3.9,4.3,3.9,2.79,-0.3991562255641789,70.70170999999999,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-09-01,3.9,4.3,4.3,4.0,7.7,4.0,3.2,4.0,4.1,4.0,4.0,4.6,3.7,3.8,4.0,4.9,4.1,4.3,3.6,3.7,4.1,4.1,4.0,3.8,3.9,3.7,3.9,4.1,3.7,4.8,4.4,5.0,4.0,4.1,3.5,4.0,3.9,4.3,4.0,4.0,4.0,4.0,4.4,4.0,4.1,3.9,4.0,4.1,4.0,3.8,4.5,4.0,4.0,4.2,4.3,4.0,4.1,4.1,4.2,4.0,4.0,4.0,3.9,4.3,3.8,4.0,3.9,4.0,3.9,4.0,3.9,3.59,-0.1383018540664471,70.51942,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-10-01,3.9,4.3,4.3,4.0,7.6,4.0,3.2,4.0,4.0,4.0,4.0,4.6,3.6,3.8,4.0,4.7,4.1,4.4,3.4,3.6,4.4,4.1,4.0,3.8,4.0,3.8,4.0,3.9,3.6,5.0,4.2,4.8,4.0,4.1,3.5,4.0,3.9,4.2,4.0,4.0,4.0,4.0,4.4,3.9,4.0,4.1,4.0,4.1,4.0,3.8,4.6,4.0,4.0,4.2,4.3,4.0,4.2,4.2,4.5,4.1,4.0,4.0,3.9,4.2,3.7,3.9,3.8,3.9,3.9,3.9,4.1,4.32,-1.010133328457874,70.36805,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-11-01,3.8,4.2,4.3,4.0,7.3,4.0,3.2,4.0,4.0,4.0,4.0,4.6,3.6,3.7,4.0,4.5,4.1,4.4,3.2,3.6,4.5,4.0,4.0,3.8,3.9,3.7,4.2,3.9,3.6,4.9,4.1,4.6,4.0,4.1,3.4,4.0,3.9,4.2,4.0,4.0,4.1,4.0,4.3,3.8,4.1,4.1,4.0,4.0,4.0,3.8,4.6,4.0,4.0,4.1,4.2,4.0,4.1,4.2,4.5,4.1,4.0,4.0,3.9,4.1,3.7,3.8,3.7,3.8,3.9,3.8,4.2,2.36,-1.915289532859588,69.92603000000001,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2008-12-01,3.8,4.3,4.3,4.0,7.1,4.0,3.2,4.0,4.0,4.0,4.0,4.6,3.6,3.7,4.0,4.2,4.1,4.3,3.2,3.7,4.6,4.0,4.0,3.8,4.0,3.6,4.1,3.7,3.7,4.7,4.4,4.6,4.0,4.1,3.3,4.0,3.9,4.2,4.0,3.9,4.1,4.0,4.2,3.8,4.0,4.2,4.0,3.9,4.0,3.7,4.7,4.0,4.0,4.0,4.1,3.8,4.0,4.1,4.3,3.9,3.7,4.0,3.8,3.8,3.6,3.7,3.7,3.7,3.7,3.6,4.1,1.77,-1.0342473814287434,69.55543,Republican,Democrat,Democrat,,$6.55,0.10%,2008.0
2009-01-01,3.8,4.2,4.3,3.9,6.9,4.0,3.1,3.9,4.0,3.9,3.9,4.5,3.6,3.7,3.9,4.4,4.0,4.3,3.2,3.7,4.8,4.0,3.9,3.7,4.0,3.6,4.2,3.7,3.9,4.7,4.4,4.4,3.9,4.1,3.2,3.9,3.9,4.1,3.9,3.9,4.0,3.9,4.1,3.8,4.0,4.2,3.9,3.9,4.0,3.7,4.6,3.9,3.9,4.0,4.1,3.7,3.6,3.9,3.9,3.7,3.5,3.8,3.6,3.6,3.5,3.5,3.6,3.5,3.4,3.4,3.9,1.02,0.4352417375421025,69.04106,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-02-01,3.7,4.1,4.2,3.8,6.8,3.9,3.1,3.8,3.9,3.8,3.8,4.5,3.5,3.6,3.8,4.5,3.9,4.1,3.1,3.5,4.8,3.9,3.8,3.6,3.9,3.4,4.1,3.6,3.5,4.8,4.4,4.3,3.8,4.0,3.1,3.8,3.8,4.0,3.8,3.8,3.9,3.8,4.0,3.8,3.9,4.1,3.8,3.8,3.9,3.6,4.5,3.8,3.8,3.9,4.0,3.4,3.3,3.6,3.5,3.4,3.3,3.5,3.4,3.3,3.2,3.3,3.4,3.2,3.1,3.2,3.6,1.16,0.4972933035904736,68.74854,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-03-01,3.6,4.0,4.2,3.8,6.7,3.8,3.1,3.8,3.8,3.8,3.8,4.4,3.5,3.5,3.8,4.5,3.9,4.0,3.0,3.3,4.8,3.9,3.8,3.7,3.9,3.3,4.0,3.5,3.3,4.8,4.2,4.2,3.8,4.0,3.0,3.8,3.8,3.9,3.8,3.8,3.9,3.8,3.9,3.7,3.8,4.0,3.8,3.8,3.8,3.6,4.4,3.8,3.8,3.8,3.8,3.3,3.2,3.4,3.3,3.2,3.4,3.1,3.3,3.1,3.2,3.2,3.3,2.9,3.0,3.2,3.3,1.07,0.2431748455415494,68.23824,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-04-01,3.6,3.8,4.1,3.7,6.4,3.7,3.0,3.7,3.7,3.7,3.7,4.3,3.5,3.4,3.7,4.5,3.9,3.8,3.0,3.2,4.9,3.8,3.7,3.5,3.8,3.1,4.1,3.6,3.3,4.7,4.1,4.0,3.7,3.9,3.0,3.7,3.7,3.8,3.7,3.7,3.8,3.7,3.8,3.7,3.8,3.9,3.7,3.7,3.7,3.5,4.4,3.7,3.7,3.7,3.8,3.2,3.2,3.3,3.4,3.2,3.4,2.9,3.3,3.0,2.9,3.1,3.2,2.6,3.0,3.3,3.0,0.89,0.2496368277788097,68.14273,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-05-01,3.6,3.6,3.9,3.7,6.1,3.7,3.0,3.7,3.6,3.7,3.7,4.2,3.4,3.4,3.7,4.1,3.9,3.6,3.0,3.3,4.9,3.7,3.7,3.5,3.7,3.1,3.9,3.6,3.3,4.4,4.2,3.9,3.7,3.8,3.0,3.7,3.7,3.7,3.7,3.6,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,3.5,4.2,3.7,3.7,3.6,3.7,3.3,3.4,3.4,3.2,3.2,3.6,2.9,3.4,3.0,3.0,3.2,3.3,2.7,3.1,3.5,3.0,0.57,0.2888763834177466,67.7751,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-06-01,3.4,3.5,3.8,3.6,5.8,3.6,2.9,3.6,3.4,3.6,3.6,4.1,3.3,3.3,3.6,4.0,3.8,3.5,2.9,3.0,4.8,3.5,3.6,3.5,3.3,3.0,3.9,3.4,3.1,4.4,3.9,3.7,3.6,3.7,2.9,3.6,3.6,3.4,3.6,3.5,3.7,3.6,3.6,3.5,3.6,3.7,3.6,3.5,3.5,3.4,4.1,3.6,3.6,3.5,3.5,3.1,3.2,3.2,3.1,3.1,3.4,2.6,3.3,2.4,2.9,3.0,3.1,2.3,2.9,3.3,2.8,0.39,0.8589892263953347,67.81062,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-07-01,3.3,3.5,3.7,3.4,5.7,3.5,2.8,3.4,3.3,3.5,3.4,3.9,3.2,3.2,3.4,3.8,3.7,3.3,2.8,2.9,5.0,3.4,3.4,3.3,3.2,3.0,3.9,3.4,2.8,4.3,3.7,3.4,3.4,3.6,2.7,3.4,3.5,3.3,3.4,3.4,3.6,3.4,3.4,3.4,3.5,3.6,3.4,3.4,3.4,3.3,3.9,3.4,3.4,3.4,3.4,3.0,3.1,3.0,2.7,2.9,3.3,2.4,3.1,2.4,2.9,2.9,3.0,2.1,2.7,3.2,2.7,0.35,-0.158558692215327,67.68935,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-08-01,3.1,3.4,3.6,3.3,5.5,3.3,2.6,3.3,3.1,3.4,3.3,3.8,3.0,3.0,3.3,3.6,3.6,3.2,2.5,2.6,4.8,3.2,3.3,3.1,3.0,2.8,3.8,3.1,2.6,4.0,3.6,3.1,3.3,3.4,2.4,3.3,3.4,3.0,3.3,3.1,3.6,3.3,3.2,3.2,3.3,3.4,3.3,3.2,3.3,3.1,3.7,3.3,3.3,3.1,3.2,2.5,2.7,2.6,2.7,2.5,2.7,1.9,2.7,1.6,2.5,2.2,2.2,1.2,2.2,2.4,2.5,0.3,0.2242850044810618,67.31915,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-09-01,3.0,3.2,3.4,3.1,5.6,3.1,2.4,3.1,2.9,3.3,3.1,3.6,3.0,2.8,3.1,3.1,3.5,2.8,2.4,2.5,4.8,3.1,3.1,3.0,2.9,2.7,3.6,3.0,2.6,3.9,3.5,2.9,3.1,3.3,2.3,3.1,3.2,2.8,3.1,3.0,3.4,3.1,3.2,3.0,3.2,3.2,3.1,3.1,3.1,3.0,3.4,3.1,3.1,3.0,3.1,2.3,2.5,2.4,2.7,2.3,2.5,2.0,2.5,1.8,2.4,2.2,2.2,1.1,2.2,2.2,2.3,0.25,0.0625480693495994,66.88405999999999,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-10-01,2.8,2.9,3.2,3.0,5.6,3.0,2.2,3.0,2.7,3.1,3.0,3.4,2.8,2.7,3.0,3.0,3.3,2.5,2.4,2.5,4.5,2.9,3.0,2.6,2.8,2.6,3.4,2.9,2.6,3.6,3.3,2.7,3.0,3.1,2.2,3.0,3.1,2.6,3.0,2.9,3.2,3.0,3.1,2.9,3.0,3.0,3.0,3.0,2.9,2.9,3.2,3.0,3.0,2.9,3.0,2.1,2.2,2.1,2.6,2.2,2.3,1.8,2.4,1.5,2.3,2.1,2.1,1.0,1.9,1.9,2.1,0.24,0.0963101185818438,66.61478000000001,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-11-01,2.7,2.8,2.9,2.8,5.2,2.8,2.1,2.8,2.6,3.0,2.8,3.2,2.8,2.6,2.8,2.8,3.1,2.2,2.3,2.3,4.3,2.8,2.8,2.5,2.7,2.5,3.2,2.7,2.4,3.5,3.1,2.4,2.8,2.9,2.0,2.8,3.0,2.4,2.8,2.7,3.0,2.8,2.9,2.7,2.8,2.9,2.8,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.1,2.2,2.2,2.2,2.3,2.2,2.0,2.4,1.6,2.3,2.4,2.4,1.6,2.0,2.1,2.1,0.21,0.0707753368767383,66.69274,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2009-12-01,2.5,2.6,2.7,2.6,4.9,2.6,1.8,2.6,2.4,2.8,2.6,2.9,2.7,2.3,2.6,2.5,2.9,2.0,2.0,2.1,4.3,2.5,2.6,2.3,2.5,2.3,3.1,2.7,2.0,3.3,2.6,2.0,2.6,2.7,1.8,2.6,2.8,2.2,2.6,2.5,2.9,2.6,2.8,2.5,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,1.7,1.8,1.9,1.8,1.9,1.7,1.8,2.0,1.3,1.9,1.9,2.0,1.5,1.8,1.6,1.9,0.22,-0.1761198169463296,66.43769,Democrat,Democrat,Democrat,Democrat,$7.25,-2.60%,2009.0
2010-01-01,2.4,2.6,2.5,2.5,4.3,2.5,1.8,2.5,2.2,2.7,2.5,2.8,2.7,2.1,2.5,1.9,2.9,1.9,1.9,1.9,4.1,2.3,2.5,2.3,2.5,2.1,2.9,2.6,1.7,3.1,2.4,1.8,2.5,2.6,1.9,2.5,2.7,2.0,2.5,2.4,2.7,2.5,2.7,2.4,2.4,2.4,2.5,2.5,2.4,2.5,2.4,2.5,2.5,2.4,2.5,1.6,1.7,1.8,1.5,1.8,1.7,1.5,1.9,1.2,1.8,1.6,1.8,1.1,1.7,1.5,1.7,0.2,0.3417473570148432,66.7811,Democrat,Democrat,Democrat,Democrat,$7.25,2.70%,2010.0
